GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC05_MOE_VC13,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing:"
HC06_EST_VC13,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing:"
HC06_MOE_VC13,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing:"
HC01_EST_VC14,"Total; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC01_MOE_VC14,"Total; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC02_EST_VC14,"Male; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC02_MOE_VC14,"Male; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC03_EST_VC14,"Female; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC03_MOE_VC14,"Female; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC04_EST_VC14,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC04_MOE_VC14,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC05_EST_VC14,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC05_MOE_VC14,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC06_EST_VC14,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC06_MOE_VC14,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HC01_EST_VC15,"Total; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC01_MOE_VC15,"Total; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC02_EST_VC15,"Male; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC02_MOE_VC15,"Male; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC03_EST_VC15,"Female; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC03_MOE_VC15,"Female; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC04_EST_VC15,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC04_MOE_VC15,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC05_EST_VC15,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC05_MOE_VC15,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC06_EST_VC15,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC06_MOE_VC15,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HC01_EST_VC16,"Total; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC01_MOE_VC16,"Total; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC02_EST_VC16,"Male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC02_MOE_VC16,"Male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC03_EST_VC16,"Female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC03_MOE_VC16,"Female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC04_EST_VC16,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC04_MOE_VC16,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC05_EST_VC16,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC05_MOE_VC16,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC06_EST_VC16,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC06_MOE_VC16,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services:"
HC01_EST_VC17,"Total; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC01_MOE_VC17,"Total; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC02_EST_VC17,"Male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC02_MOE_VC17,"Male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC03_EST_VC17,"Female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC03_MOE_VC17,"Female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC04_EST_VC17,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC04_MOE_VC17,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC05_EST_VC17,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC05_MOE_VC17,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC06_EST_VC17,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC06_MOE_VC17,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HC01_EST_VC18,"Total; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC01_MOE_VC18,"Total; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC02_EST_VC18,"Male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC02_MOE_VC18,"Male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC03_EST_VC18,"Female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC03_MOE_VC18,"Female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC04_EST_VC18,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC04_MOE_VC18,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC05_EST_VC18,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC05_MOE_VC18,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC06_EST_VC18,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC06_MOE_VC18,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HC01_EST_VC19,"Total; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC01_MOE_VC19,"Total; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC02_EST_VC19,"Male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC02_MOE_VC19,"Male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC03_EST_VC19,"Female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC03_MOE_VC19,"Female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC04_EST_VC19,"Median earnings (dollars); Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC04_MOE_VC19,"Median earnings (dollars); Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC05_EST_VC19,"Median earnings (dollars) for male; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC05_MOE_VC19,"Median earnings (dollars) for male; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC06_EST_VC19,"Median earnings (dollars) for female; Estimate; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC06_MOE_VC19,"Median earnings (dollars) for female; Margin of Error; Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HC01_EST_VC20,"Total; Estimate; Civilian employed population 16 years and over - Educational services, and health care and social assistance:"
